,accuracy,accuracy_baseline,auc,auc_precision_recall,average_loss,global_step,label/mean,loss,method,precision,prediction/mean,recall
0,0.8947368264198303,0.8972835540771484,0.7740955948829651,0.258939653635025,0.31202197074890137,5000,0.10271646827459335,0.31202197074890137,LC,0.0,0.05700236186385155,0.0
0,0.8972835540771484,0.8972835540771484,0.7024480700492859,0.20015469193458557,0.3494867980480194,15,0.10271646827459335,0.3494867980480194,CART,0.0,0.20508457720279694,0.0
0,0.8972835540771484,0.8972835540771484,0.7654910087585449,0.23754963278770447,0.2944854199886322,5000,0.10271646827459335,0.2944854199886322,Boosting,0.0,0.07673567533493042,0.0
0,0.8972835540771484,0.8972835540771484,0.6922327876091003,0.15187504887580872,0.3324795961380005,5000,0.10271646827459335,0.3324795961380005,DNN,0.0,0.05222940444946289,0.0
