,accuracy,accuracy_baseline,auc,auc_precision_recall,average_loss,global_step,label/mean,loss,method,precision,prediction/mean,recall
0,0.5749167799949646,0.5371809005737305,0.5993271470069885,0.648725688457489,0.7648561596870422,10000,0.5371809005737305,0.7648561596870422,LC,0.6414566040039062,0.44041383266448975,0.47314050793647766
0,0.5394006371498108,0.5371809005737305,0.5696756839752197,0.5946474075317383,0.7374556660652161,15,0.5371809005737305,0.7374556660652161,CART,0.6321839094161987,0.4238958954811096,0.34090909361839294
0,0.5815760493278503,0.5371809005737305,0.6167157292366028,0.6631857752799988,0.7375240325927734,10000,0.5371809005737305,0.7375240325927734,Boosting,0.6524216532707214,0.43709710240364075,0.47314050793647766
0,0.573806881904602,0.5371809005737305,0.5979744791984558,0.6461923718452454,0.7535379528999329,10000,0.5371809005737305,0.7535379528999329,DNN,0.6428571343421936,0.42313605546951294,0.4648760259151459
